connections,foreign_conns,foreign_conns2,ccf,conns_new,time,ccf_old,account_age,agegroup,browserID,days,usage1,usage2,usage3,usage4,usage5,target
1,1,1,0,0,9,0,21,0,9,6,0,0,5,0,0,1.25
18,0,15,0.0522876,1,15,0.0588235,21,0,9,1,1,0,11.8333,0.213131,0.185101,2.28283
39,6,39,0.0350877,2,17,0.027027,20,0,3,1,0,1,3.4,0,0.636667,3.46667
10,0,10,0.288889,2,13,0.375,18,1,0,6,0,0.3125,2.83333,0.136508,0.508577,2.31746
15,5,14,0.047619,4,13,0.0545455,20,0,0,8,0.5,0.833333,20,0.667388,0.878427,7.18975
15,0,9,0.733333,0,15,0.733333,21,0,9,11,0,0.636364,16.6667,0,0.818182,0.454545
48,3,47,0.147163,20,10,0.160969,20,1,0,28,0.153846,1,22.5,0.267312,0.988889,9.42972
6,0,5,0.6,2,15,0.5,21,2,0,8,0.25,0,23.1667,0.264303,0.0972663,2.85137
3,0,3,0,0,17,0,19,0,9,15,0,0,17.6667,0.0666667,0.0111111,0.666667
4,1,4,0,3,9,0,21,2,0,26,0,0.935484,20.3333,0,0.83903,2.03021
4,0,1,0.166667,0,21,0.166667,21,1,9,2,0.5,1,2,0.5,1,5
1,0,1,0,0,10,0,21,3,9,3,0,0,10.8,0,0.0644444,0.311111
1,0,0,0,0,21,0,21,1,9,3,0.0909091,0,3,0.0909091,0,0.909091
8,1,6,0.107143,0,18,0.107143,20,2,0,14,0,0,21.5,0.030303,0.199116,0.52399
1,0,1,0,0,20,0,21,0,9,21,0,0,22.5,0.0217391,0,0.434783
1,0,0,0,0,21,0,21,1,9,2,0,0,2.33333,0,0,1.11111
4,0,0,0,2,8,0,20,0,0,11,0,0,11.6667,0.0333333,0.535653,1.65003
2,1,1,0,0,16,0,19,2,0,16,0.105263,0.842105,18.5,0.330352,0.8748,6.41411
8,5,7,0.285714,3,9,0.5,20,2,0,31,0.185185,0.0740741,20.2,0.192541,0.188973,3.33461
5,0,5,0.5,4,8,0,21,2,0,24,0.892857,0.464286,15,0.952791,0.200739,9.52791
1,0,1,0,0,19,0,19,0,9,31,0,0,27,0,0.034127,0.119048
1,0,0,0,0,19,0,19,1,9,4,0,1,4,0,1,5
2,0,0,1,0,16,1,21,2,9,7,0,0,4.5,0.142857,0.357143,1.42857
8,1,7,0.25,0,17,0.25,20,0,10021,15,0.0714286,0.142857,12.1667,0.0349928,0.263889,0.620491
2,1,2,0,0,19,0,20,0,9,18,0,0,21.2,0.107692,0.016388,1.15385
1,0,0,0,0,20,0,20,1,9,3,0,1,3,0,1,5
1,0,0,0,0,15,0,20,2,0,4,0,0.2,3.6,0.05,0.413333,0.5
4,1,4,0,0,16,0,20,2,10021,3,0,0,4.8,0,0,2.77143
2,0,2,0,1,11,0,20,2,9,13,0,0,10.8333,0.0580808,0,0.732323
1,1,1,0,0,20,0,20,2,9,9,0,0.272727,13,0,0.284031,1.40212
1,1,1,0,0,20,0,20,0,9,1,0,1,1.5,0,1,0
1,0,0,0,0,20,0,20,1,9,5,0,0.625,5,0,0.625,2.5
4,0,2,0,0,20,0,21,2,9,8,0,0.857143,7.5,0,0.928571,1.25
9,0,4,0.125,5,6,0.166667,20,0,0,8,0.8,0.8,9.33333,0.31455,0.31455,3.97884
1,0,1,0,0,17,0,21,0,9,10,0,0,10.5,0,0.0389957,0.0641026
1,1,1,0,0,11,0,19,0,0,8,0,0.875,4.25,0,0.385417,0
17,0,6,0.216912,4,13,0.211538,19,1,0,16,0.333333,0.277778,9.66667,0.203827,0.361309,2.70276
2,0,2,1,0,20,1,20,0,9,2,0,0,5.5,0,0.05,0
21,2,21,0.0809524,5,9,0.120833,19,1,0,28,0,0.642857,19,0,0.816818,2.73766
4,0,4,0.666667,0,16,0.666667,18,3,0,2,1,0,6.6,0.54,0.186667,5.86667
3,0,3,0,1,12,0,21,0,9,17,0.0833333,0.416667,10.3333,0.212121,0.084596,2.12121
15,1,15,0.0285714,1,13,0.032967,19,1,9,3,0,0,9,0.465686,0.365686,4.85294
1,0,0,0,0,20,0,20,0,9,9,0,0,9,0,0,2
1,1,1,0,0,19,0,20,0,9,7,0,0.555556,7,0,0.555556,1.11111
2,0,2,0,1,13,0,20,0,9,18,0.1,0.1,6,0.05,0.166667,1
3,1,3,0,1,14,0,21,0,9,4,0,0,6.33333,0.180952,0.0666667,4.03175
1,1,1,0,0,17,0,17,1,9,24,0,0,17.5,0.259259,0.259259,2.59259
5,0,5,0,0,12,0,20,0,0,7,0,0,10.6667,0.0756579,0.102705,1.09649
1,0,1,0,0,20,0,20,0,9,1,0,0,1,0,0,10
5,4,4,0,0,12,0,21,0,9,13,0.384615,0.0769231,6.66667,0.317308,0.288462,3.17308
3,0,0,1,0,21,1,21,2,9,6,0,0,24.2,0.102314,0.0204598,1.0921
12,3,12,0.25,1,17,0.245455,21,3,0,31,0.0666667,0.233333,27.6667,0.20754,0.199603,2.36508
1,0,1,0,0,20,0,20,0,0,21,0,0,25.3333,0.175488,0,2.91435
3,2,3,0.166667,0,18,0.166667,21,0,0,15,0.333333,0,19.3333,0.241592,0.00595238,2.41592
1,0,0,0,0,17,0,17,0,9,2,0.5,0,1.5,0.5,0,5
10,0,10,0.244444,9,8,0,19,0,9,12,0.25,0.9375,11.75,0.0625,0.460764,3.45833
2,1,2,1,0,16,1,19,0,0,1,0.0588235,0,2.16667,0.0377759,0,0.785685
1,0,0,0,0,16,0,17,0,9,19,0,0,22.8333,0.0347222,0.018644,0.486111
2,0,2,1,0,20,1,20,0,9,2,0,1,2,0,1,0
8,3,8,0,0,13,0,20,2,0,31,0,0,24.6667,0.0748148,0.104444,0.822222
2,0,0,1,0,19,1,19,0,0,22,0,0.4,8.66667,0,0.2,9.75
14,3,13,0.0659341,3,13,0.0909091,18,0,9,31,0.655172,0.793103,24.1667,0.758604,0.840143,8.08808
2,0,0,1,0,20,1,21,0,0,2,1,1,12,0.911765,0.852941,9.11765
9,0,9,0.0277778,2,11,0.047619,21,0,9,27,0,0.625,27.3333,0,0.425191,1.88581
1,0,1,0,0,20,0,20,2,9,9,0,0,13,0.00980392,0,0.196078
7,0,5,0.190476,2,10,0.2,21,1,0,30,0.111111,0.888889,29.5,0.10867,0.943953,9.74817
5,5,5,0,1,13,0,21,1,9,3,0,0,10.4,0.113696,0.316341,1.43587
3,1,1,0.333333,0,19,0.333333,19,1,9,11,0,0.5,12.5,0.0769231,0.557692,5.81731
9,3,8,0.0555556,3,13,0,21,1,9,2,0,1,7.16667,0,0.40873,1.28968
3,3,3,0,0,14,0,18,0,0,21,0,0.136364,11.8,0.0181818,0.0944056,0.181818
1,0,1,0,0,19,0,19,0,9,1,0,0,1.66667,0,0.5,2.5
2,2,2,0,0,18,0,20,0,9,1,0,0,7.83333,0.0793651,0.047619,0.793651
11,0,11,0.0545455,3,11,0.0357143,20,0,0,21,0.157895,0.736842,10.5,0.155762,0.678741,3.99312
2,2,2,1,0,21,1,21,0,9,3,0,0,17.6667,0.0434783,0.0289855,0.434783
1,1,1,0,0,20,0,21,0,9,6,0,0,6,0,0,2.5
2,0,2,0,0,17,0,21,3,9,25,0,0,23.5,0.0625,0,0.982143
5,2,4,0.1,1,13,0.166667,20,1,0,9,0,0.181818,11.1667,0.206465,0.530919,3.64723
5,0,5,0.1,0,17,0.1,21,1,9,4,0.333333,0.333333,4,0.333333,0.333333,3.33333
2,1,2,0,1,13,0,20,0,0,16,0,1,15.3333,0.22,0.52,4.2
5,1,5,0.2,1,15,0.166667,21,0,0,17,0,0,12.3333,0.0369697,0.00666667,0.369697
12,0,10,0.0909091,3,11,0.138889,20,0,3,23,0.428571,0.571429,17.6667,0.191567,0.51121,2.33234
1,1,1,0,0,17,0,20,2,0,3,0,0,6.83333,0,0,0.666667
19,1,15,0.0614035,2,11,0.0551471,19,1,0,12,0,0.375,11.8333,0.25697,0.525909,2.70303
11,0,2,0.236364,5,11,0.333333,21,0,0,10,0,0.8,12.8,0.0117647,0.666618,3.15882
1,0,0,0,0,21,0,21,3,9,5,0.0714286,0,5,0.0714286,0,3.57143
2,0,2,1,0,21,1,21,1,9,2,1,1,2,1,1,10
2,0,1,1,0,18,1,18,1,0,1,0,0,6,0,0,2.47863
3,0,1,1,1,10,1,20,0,9,2,1,0,2.5,0.555556,0,5.55556
19,0,18,0.219298,0,17,0.219298,21,0,3,11,0,0.1875,17.5,0.0401515,0.188191,0.484848
12,3,10,0.0757576,1,16,0.0727273,21,0,0,14,0.214286,0.0714286,8.66667,0.444048,0.16746,5.05952
5,3,4,0,1,13,0,19,2,0,22,0.55,0.15,21.3333,0.365476,0.231349,3.9881
5,0,2,0.6,0,20,0.6,20,0,9,4,0.333333,1,4,0.333333,1,3.33333
8,8,8,0,2,14,0,19,0,0,31,0.0666667,0,21.8333,0.0728018,0.0396825,0.728018
1,0,0,0,0,21,0,21,1,9,1,0,0,1,0,0,0
12,1,9,0.181818,2,15,0.25,21,0,0,30,0.433333,0.633333,30.3333,0.463782,0.625855,4.99976
1,0,0,0,0,21,0,21,2,9,3,0,0.5,3,0,0.5,5
2,1,2,1,0,21,1,21,0,9,5,1,0.285714,3.5,0.73254,0.184524,7.3254
4,1,1,0.333333,1,14,0.333333,20,2,0,26,0.111111,0.222222,21,0.0940882,0.0974552,1.23023
1,0,1,0,0,19,0,19,0,9,13,0,0,23.2,0.315782,0,3.22679
1,1,1,0,0,11,0,19,2,0,27,0.826087,0,10.6,0.711635,0.184659,7.34363
6,4,4,0.0666667,0,17,0.0666667,19,1,0,23,0.25,0.65,21.8333,0.177545,0.582078,1.85878
26,1,10,0.0215385,1,12,0.02,20,1,9,6,0,0.666667,4.2,0.0571429,0.571429,1.47619
1,1,1,0,0,20,0,21,0,0,4,0,0.5,19,0.00980392,0.713985,1.40775
4,1,4,0.166667,1,14,0,20,3,0,22,0.409091,0.0909091,19.1667,0.162428,0.235751,4.23696
3,0,2,1,0,18,1,21,0,9,1,0,0,1.25,0.25,0,2.5
2,0,2,1,0,21,1,21,2,9,3,0,0,3.5,0.166667,0.166667,5
10,0,10,0.0444444,2,16,0.0714286,21,1,9,2,0,0,2.5,0,0.5,1.25
10,1,9,0.0888889,3,12,0.142857,19,1,9,16,0.333333,0.333333,19.8333,0.362525,0.347027,4.76869
1,0,1,0,0,21,0,21,0,9,25,0,0,27,0.0178571,0.0714286,0.178571
6,0,6,0.2,2,13,0.5,20,0,0,14,0.153846,0.0769231,16.3333,0.0349003,0.253059,2.0498
2,0,1,0,2,4,0,21,1,0,10,0.111111,0.444444,5.66667,0.0222222,0.146032,2.5873
2,1,1,0,0,19,0,21,0,9,1,0,0,5.6,0.0857143,0.2,0.857143
4,3,3,0.166667,1,12,0.333333,20,1,0,11,0.714286,0.571429,10.1667,0.541667,0.392857,5.41667
1,0,0,0,0,20,0,20,0,0,10,0,0.133333,8.5,0,0.0560606,0.166667
1,0,0,0,0,18,0,18,2,9,2,1,0,2,1,0,10
7,0,5,0.47619,0,19,0.47619,21,0,9,11,0,0,16.8333,0.0185185,0,0.277778
1,0,1,0,0,19,0,19,0,9,1,0,1,1.5,0,1,0
4,1,2,0.333333,1,11,0.666667,19,1,0,7,0,0.5,6.83333,0.27381,0.619048,4.12698
12,4,12,0,8,7,0,19,0,0,25,0.5,1,24.1667,0.149543,0.675176,1.49543
13,3,12,0.288462,0,15,0.288462,18,3,0,14,0.538462,0.230769,20.1667,0.709814,0.305608,7.09814
1,1,1,0,0,20,0,20,0,9,7,0.166667,0.166667,7,0.166667,0.166667,1.66667
3,0,3,0,0,21,0,21,0,9,3,0,0.333333,3,0,0.333333,10
10,0,9,0.222222,0,15,0.2,19,1,0,1,1,0,2.25,0.475,0.225,4.75
1,0,0,0,1,8,0,18,0,3,1,0,0,3.66667,0,0,0
3,0,3,1,0,20,1,20,1,9,2,0,0,10.6667,0.0238095,0.0952381,0.47619
17,0,8,0.235294,5,13,0.212121,21,1,9,10,0.111111,0.666667,16.8,0.0936508,0.777922,7.11183
1,0,0,0,0,20,0,20,0,9,7,0.142857,0.285714,6.83333,0.175198,0.164947,1.99008
2,0,1,1,0,18,1,20,0,9,25,0,0,26.6667,0,0.0421053,0.105263
6,0,1,0.133333,2,10,0.166667,19,1,0,30,0.1,0.733333,22,0.0659942,0.460935,3.50761
1,0,1,0,0,21,0,21,3,0,6,0.5,0.5,8.83333,0.0833333,0.461279,1.15741
1,0,0,0,0,18,0,18,0,9,1,0,0,2,0,0.25,2.5
1,0,0,0,0,19,0,19,0,0,2,0,0,3,0,0,0.384615
6,2,4,0,0,16,0,18,2,10021,3,0,0.25,8.8,0,0.653916,1.57692
2,1,1,0,0,21,0,21,1,9,1,0,0,9.5,0,0.0625,0.625
2,0,2,0,1,13,0,19,0,9,5,0,0.4,9.8,0,0.502857,0.809524
3,3,3,1,1,7,1,21,2,0,11,0.4,0.3,12.6667,0.118254,0.379004,6.96465
1,1,1,0,0,19,0,19,1,9,3,0,0,3,0,0,0
2,0,2,1,0,19,1,20,3,0,8,0.222222,0,4,0.273148,0,2.73148
5,1,5,0.1,0,16,0.1,19,0,9,6,0,0,14.6667,0.254545,0,3.02165
5,2,5,0.2,2,10,0.333333,20,1,9,9,0.571429,0.571429,8.5,0.267857,0.242857,2.67857
3,0,2,0,2,9,0,19,1,9,1,0,1,1,0,1,0
2,0,1,0,0,16,0,21,2,0,3,0,0,2,0,0,0
3,0,3,0.333333,0,17,0.333333,21,0,9,3,0,1,7.8,0.1,0.627302,5.77143
7,0,4,0.190476,1,14,0.2,20,0,0,31,0,0.419355,28.5,0,0.388411,0.385305
3,0,0,0,0,19,0,21,2,9,10,0,0,8,0,0.0512821,0.626781
6,0,2,0.166667,3,10,0.333333,19,0,0,30,0.290323,0.0967742,25.5,0.42956,0.0702957,4.2956
1,0,1,0,0,20,0,20,2,9,19,0,0,23.3333,0,0.0444444,0.685185
4,3,4,0.666667,0,14,0.666667,19,1,0,20,0.842105,0.315789,24.6667,0.815675,0.281938,8.28089
7,7,7,0,1,15,0,19,2,0,15,0.0833333,0.25,8,0.221032,0.155952,2.72619
4,0,4,0.5,0,19,0.5,21,0,9,2,0,0,2,0.25,0,2.5
1,0,0,0,0,20,0,20,0,9,3,0,0,3.66667,0,0,0.666667
1,1,1,0,0,21,0,21,0,9,4,0,0.666667,4,0,0.666667,6.66667
7,0,2,0.0666667,6,5,0,21,2,3,17,0,0.428571,7.5,0.1125,0.694643,1.48214
1,0,1,0,0,20,0,20,1,9,4,0,1,4.33333,0,1,6.07143
2,0,1,0,0,13,0,21,1,9,11,0,0.7,6,0,0.7,3
1,0,1,0,0,11,0,20,1,0,2,0,0,11.6667,0.141917,0.511028,2.27235
1,0,1,0,0,21,0,21,0,9,16,0,0.0625,7.6,0,0.262847,1.11111
1,0,1,0,0,20,0,21,3,0,28,0,0,24.5,0,0,0.111111
2,0,0,1,0,20,1,20,2,9,2,0.5,0,2,0.5,0,5
9,8,8,0.0833333,5,4,0.166667,20,1,0,7,0.4,0.6,8.25,0.411111,0.496296,4.77778
1,0,0,0,0,20,0,20,1,9,5,0,1,4,0,1,10
4,2,3,0.166667,1,13,0.333333,20,0,3,16,0.0588235,0.0588235,10.6667,0.0264706,0.0447246,0.383754
1,1,1,0,0,21,0,21,1,9,3,0.333333,0.333333,13.5,0.214286,0.238095,2.38095
3,0,3,0,1,15,0,21,0,9,2,0,1,2,0,0.5,0
4,0,1,0.5,0,13,0.5,20,0,10021,1,0,0,3.5,0,0.464286,0.357143
4,3,3,0.166667,2,11,0,21,2,9,3,0,0,24.3333,0.101847,0.0128205,1.56686
3,0,2,0,0,20,0,21,2,0,18,0,0.0526316,17.8333,0.00574713,0.140726,0.124138
2,2,2,0,0,18,0,20,2,9,5,0.5,0.5,8.5,0.321429,0.321429,3.21429
9,4,9,0.541667,0,16,0.541667,18,1,9,2,0,0,2.2,0,0.266667,2
12,11,12,0.0606061,1,15,0.0545455,21,1,0,14,0.363636,0.181818,20,0.541445,0.329194,5.47192
8,0,8,0.178571,0,18,0.178571,20,1,9,8,0.0909091,0.0909091,14,0.297529,0.286616,2.97529
8,4,5,0,1,18,0,21,0,3,29,0.269231,0.576923,26,0.273965,0.632211,5.11947
4,0,0,0,0,16,0,19,1,9,15,1,1,12.3333,0.977778,1,9.77778
1,0,0,0,0,19,0,19,0,9,7,0,0,19.8,0,0.025,0.25
1,0,0,0,0,19,0,19,0,3,4,1,0,3.66667,0.5,0.111111,5
14,0,1,0.956044,0,16,0.956044,19,0,0,3,0,0,6.33333,0,0.606061,8.33333
5,3,5,0.1,2,12,0.333333,20,0,10021,1,0,1,2.16667,0,0.48,1
2,1,2,0,0,20,0,20,0,9,1,0,0.666667,1,0,0.666667,6.66667
5,3,5,0,0,17,0,21,2,9,2,0.5,0.5,5.66667,0.47619,0.571429,4.7619
6,0,5,0.0666667,0,16,0.0666667,19,2,0,2,0,0,11.3333,0.171954,0.00980392,2.05287
3,1,3,0,0,15,0,19,0,10021,3,0,0.333333,3,0,0.166667,3.33333
1,0,1,0,0,20,0,20,0,9,5,0,0,18,0.0113636,0.0206229,0.113636
8,0,8,0.142857,1,15,0.190476,21,0,3,3,1,0.5,4,0.594444,0.386111,6.5
1,0,1,0,0,19,0,19,0,9,1,0,0,1,0,0,0
1,0,1,0,0,17,0,18,1,0,7,0,0.333333,4.5,0,0.166667,0
4,0,0,0.833333,0,19,0.833333,19,1,9,9,0.5,0.625,9,0.5,0.625,6.25
1,0,0,0,0,19,0,19,1,9,30,0,1,27.3333,0,0.580952,2.1619
9,0,4,0.305556,1,15,0.357143,20,1,9,17,0.0769231,0.0769231,16.8,0.306337,0.413956,3.27448
122,1,116,0.0413901,37,11,0.0465766,19,1,0,30,0.153846,1,27,0.166961,0.988506,7.52181
21,4,19,0.171429,1,14,0.189474,20,1,0,28,0.758621,0.172414,24,0.73772,0.329447,8.15398
2,2,2,1,0,8,0,18,0,9,10,0,0.375,14,0.0571429,0.415952,2.6381
27,25,25,0.0598291,0,18,0.0541311,20,0,9,1,0,0,7.33333,0,0.520147,0.25641
1,0,1,0,0,20,0,20,2,9,3,1,0.666667,6.5,0.666667,0.333333,7.5
2,1,2,0,0,15,0,19,0,3,23,0.428571,0.142857,17.8333,0.191631,0.149873,1.91631
2,1,1,0,0,19,0,20,2,9,5,0,0,5.33333,0,0,1.42857
3,3,3,0,0,17,0,21,1,9,1,0,0.5,1,0,0.5,10
2,0,2,0,0,17,0,18,2,0,25,0,0.04,23.8333,0,0.0362963,0.0666667
2,0,1,0,0,21,0,21,0,9,2,0,0,3,0.25,0.0833333,3.61111
1,1,1,0,0,14,0,21,2,9,1,0,0,3,0,0.2,0.666667
3,0,3,0.666667,0,18,0.666667,19,0,0,24,0,0,24.8333,0.383333,0.133333,4.5
2,0,2,1,0,19,1,20,2,9,5,0,0,13.5,0.0588235,0,0.588235
2,1,1,0,0,19,0,20,1,9,4,0.0454545,0.136364,7,0.147727,0.224432,1.78977
2,1,2,0,1,12,0,20,0,9,1,0,1,3,0,0.875,3.125
1,0,1,0,0,10,0,21,0,9,10,0,0,18,0,0.0104167,0
1,0,0,0,0,20,0,21,0,9,4,0,0.333333,4,0,0.333333,0
4,1,4,0,1,12,0,19,0,9,28,0.05,0,21.4,0.0544444,0.0277778,0.544444
1,0,1,0,0,17,0,17,0,9,1,0,0,1,0,0,10
1,0,0,0,0,21,0,21,0,9,1,1,1,1,1,1,10
1,1,1,0,0,21,0,21,1,10021,17,0,0,19.6,0.0272727,0,0.363636
3,0,3,0,0,17,0,19,0,0,9,0,0,14.3333,0.0377706,0.0166667,1.04437
3,0,3,0,1,16,0,20,0,9,1,0,0,1,0,0,5
4,3,4,0.333333,0,17,0.333333,21,2,0,19,0.0588235,0.0588235,22.3333,0.17901,0.0157563,1.91629
9,3,9,0.0555556,2,12,0.047619,19,0,0,22,0,0,20.3333,0.0662022,0.0681039,0.845596
1,0,1,0,0,20,0,20,3,0,10,0,0,13.1667,0.00925926,0.00925926,0.0925926
3,0,0,1,0,19,1,20,0,9,1,0,1,5.66667,0,0.948718,1.02564
2,0,2,0,1,12,0,20,0,9,4,0,0.25,7.5,0.103175,0.519841,6.66667
4,0,1,0.166667,2,11,0,20,1,9,1,0,0,1.5,0,0.625,0
1,1,1,0,1,3,0,18,2,9,27,0,0.037037,12,0,0.0412458,0.454545
4,0,4,0.5,2,5,0,21,1,0,13,0.692308,0.692308,14.2,0.371795,0.471795,4.87179
5,0,3,0.2,0,19,0.2,21,0,9,2,0,0,3.5,0,0.5,2.5
1,0,1,0,0,16,0,19,3,9,1,0,0,1,0,0,0
2,1,1,0,1,13,0,20,3,9,31,0.0322581,0,19.6667,0.0344167,0.0333333,0.954016
2,2,2,0,0,12,0,18,1,9,1,0,1,7.5,0,0.516667,1.75
1,1,1,0,0,9,0,21,1,0,2,0,1,4.66667,0.166667,0.833333,2.5
7,0,4,0.333333,0,17,0.333333,19,1,9,2,0,0,6.4,0,0.609524,0.4
1,0,1,0,0,19,0,20,2,9,1,0,0,6,0.05,0,1
3,2,3,0.333333,0,19,0.333333,20,0,9,1,0,1,2.75,0.25,1,2.5
4,0,0,0.166667,0,20,0.166667,21,0,9,5,0.5,0,3.4,0.416667,0,4.16667
3,1,3,0.666667,0,20,0.666667,20,0,0,3,0,1,5.25,0,0.3125,5.625
3,1,2,0,0,18,0,20,2,9,1,0,0,1,0.075,0,1
3,0,3,1,0,20,1,20,0,9,6,0,0,6.5,0.0833333,0,0.833333
3,0,1,0.333333,0,14,0.333333,19,2,0,26,0,0.322581,23.3333,0,0.29543,0.289683
2,1,1,1,0,17,1,21,1,0,28,0.0344828,0.0344828,20,0.0129935,0.0129935,0.129935
2,2,2,1,0,19,1,20,0,9,6,0,0,6,0,0,10
2,1,1,0,2,5,0,21,1,9,1,0,0,1,0,0,0
13,0,10,0.230769,5,8,0.619048,21,1,0,22,0,0.7,19.6667,0.0300926,0.667992,5.90597
1,1,1,0,1,3,0,21,0,9,3,0.166667,0.166667,8.4,0.0333333,0.0333333,0.333333
1,0,0,0,0,19,0,19,0,9,7,0,0.142857,7,0,0.154762,2.2619
28,0,22,0.190476,9,10,0.333333,21,3,0,9,0,1,20,0.0728395,0.984449,8.92362
1,0,0,0,0,21,0,21,1,9,3,0.5,0.5,3.5,0.5,0.5,5
2,0,2,0,0,15,0,20,0,0,7,0,0.2,7.25,0.204657,0.331863,2.79902
21,18,21,0.128571,1,15,0.136842,19,0,0,3,0,0.666667,8.2,0.677778,0.62381,6.77778
9,6,6,0,3,13,0,21,1,0,9,0.333333,0.5,6.83333,0.138889,0.630952,3.93519
1,0,0,0,0,19,0,19,0,0,27,0.769231,0,25.1667,0.827302,0.00574713,8.89368
64,11,40,0.0811012,28,8,0.116935,20,0,0,31,0.0333333,1,23.1667,0.0379882,0.91129,7.06887
1,0,1,0,0,19,0,20,0,0,22,0.263158,0.0526316,18.1667,0.259997,0.0939571,2.7988
2,0,2,0,0,18,0,18,0,9,4,1,0.5,3.66667,0.666667,0.5,6.66667
5,0,5,0,3,9,0,18,3,0,31,0.322581,0,27,0.299481,0,3.55074
6,2,6,0.333333,1,13,0.4,21,1,0,28,0.777778,0.444444,22.8333,0.643091,0.58294,8.4002
1,1,1,0,0,21,0,21,0,0,14,0,0,20.6667,0,0.0242284,2.98522
4,2,4,0,0,16,0,21,0,9,4,0,0,17.5,0.0326087,0.213768,0.326087
3,3,3,0.333333,0,17,0.333333,21,0,9,3,0,0,3.5,0.130952,0,1.30952
4,0,1,0.166667,0,17,0.166667,21,0,9,8,0,0,23.1667,0,0.0395299,0.972222
5,1,5,0.3,0,20,0.3,20,0,9,4,0.5,1,4,0.5,1,5
9,0,6,0,2,13,0,20,2,0,22,0,0,20.8333,0.0175439,0.0701754,0.175439
1,0,1,0,0,19,0,19,2,9,7,0,0,9,0.208333,0.125,2.08333
1,0,1,0,0,21,0,21,0,9,1,0,0,2,0.25,0,2.5
1,0,0,0,0,19,0,19,0,9,11,0,0,15,0.0119048,0,1.45238
13,2,8,0.141026,2,13,0.145455,19,1,3,2,0.333333,0.666667,13.1667,0.213672,0.571068,2.37482
1,0,0,0,0,20,0,20,1,9,1,0,0,1,0,0,3.33333
4,0,2,0.166667,0,13,0.166667,20,0,9,25,0,0.142857,10.6667,0,0.353571,5.17491
17,0,16,0.0147059,6,9,0.0363636,21,0,9,10,0,1,3.66667,0,0.907407,7.22222
8,2,8,0.339286,1,15,0.428571,20,3,0,2,0.625,0.125,16.5,0.305436,0.0729167,3.41834
1,0,1,0,0,21,0,21,3,9,5,0,0,5,0,0,0
1,0,1,0,0,20,0,20,1,9,1,0,0,1.5,0,0,5
1,1,1,0,0,21,0,21,0,9,6,0,0.25,6,0,0.25,0
11,0,3,0.345455,0,18,0.345455,21,1,0,1,0,0,10.5,0,0.254521,1.32804
9,1,5,0.0555556,3,11,0,17,1,9,3,0,0,15.1667,0.0283951,0.505556,1.62346
5,0,5,0.1,1,12,0,21,1,9,8,0.105263,0.105263,6.16667,0.447719,0.474386,4.47719
2,0,1,1,0,17,1,20,2,9,1,0,1,4.33333,0,0.375,0.416667
4,2,4,0.333333,0,16,0.333333,20,0,0,15,0.133333,0,24.6667,0.0746473,0.0174603,0.977467
10,5,8,0.333333,0,19,0.333333,21,0,0,31,0.9,0.533333,26.3333,0.956606,0.36402,9.62162
2,0,2,1,0,20,1,20,3,9,3,1,0,3,1,0,10
3,0,3,0.666667,0,17,0.666667,20,0,0,5,0.2,0.2,3.83333,0.406667,0.173333,4.06667
8,6,8,0.107143,1,14,0.047619,21,2,0,11,0.444444,0.333333,18.3333,0.446632,0.330138,4.72426
5,1,3,0,0,15,0,21,0,0,25,0,0,19.6667,0.0104167,0.0270833,0.104167
1,0,0,0,0,20,0,20,0,9,2,0,0,4,0,0,2.5
11,0,8,0.236364,2,13,0.277778,21,1,0,11,0,0.888889,10,0.159804,0.853377,5.06972
2,2,2,1,0,19,0,19,1,9,2,1,1,2,1,1,10
2,0,0,1,0,20,1,20,0,9,20,0.1,0,14.25,0.15,0.0416667,1.70833
1,0,1,0,0,17,0,17,0,9,1,0,1,1,0,1,10
1,1,1,0,0,21,0,21,2,9,4,1,1,4.5,0.416667,0.416667,4.16667
1,1,1,0,0,20,0,20,0,2206,18,0,0,13.6667,0,0,0
8,8,8,0.535714,0,13,0.482143,20,0,9,1,0.413793,0.206897,2.5,0.437583,0.127445,4.37583
1,0,0,0,0,21,0,21,0,9,23,0,0,26.5,0.107143,0.0714286,1.07143
1,0,0,0,0,20,0,20,0,9,1,0,0,3,0.357143,0.0714286,4.28571
1,0,1,0,0,20,0,20,0,9,10,0,0.1875,13,0,0.120066,1.36513
6,4,5,0.2,2,12,0.166667,18,2,9,8,0,0,7.2,0.240936,0.183626,2.40936
3,0,3,0,0,19,0,21,2,0,3,0.25,0,19,0.284004,0.0138889,2.97893
105,3,88,0.014652,4,16,0.0130693,18,1,9,8,0,0.333333,5.8,0.0333333,0.666667,0.333333
3,0,1,0.333333,0,17,0.333333,17,2,0,10,0,0,14.6667,0.188452,0,1.88452
6,0,6,0.266667,0,18,0.266667,20,0,0,1,0,0,8.16667,0.326684,0,3.26684
7,7,7,0.238095,1,15,0.266667,21,0,3,9,0.4,0.2,10,0.386247,0.192055,4.49883
3,2,3,1,0,18,1,21,0,0,28,0,0,20.3333,0.0296296,0,0.296296
4,2,4,0.166667,1,11,0.333333,20,0,9,1,0,1,3.5,0,0.486111,0.416667
2,0,2,0,0,20,0,21,0,9,16,0,0.1,23.75,0,0.112746,1.16872
11,11,11,0.0363636,7,8,0.333333,21,2,0,23,0.190476,0.238095,25.8333,0.111391,0.570358,5.47175
4,0,2,0,2,10,0,21,0,9,1,0,0.333333,4.4,0,0.207778,0
