age,workclass,education,occupation,capital.gain,capital.loss,native.country,salaries,jobsatisfaction,male,female
41,Private, HS-grad, Exec-managerial,0,0,United-States,31198,3,1,NA
26,Private, Masters, Exec-managerial,0,0,United-States,21944,5,1,NA
37,Private, HS-grad, Other-service,0,0,United-States,34257,10,NA,1
50,Local-gov, Some-college, Protective-serv,0,0,United-States,72739,13,1,NA
20,Private, Some-college, Other-service,0,0,United-States,17098,12,1,NA
59,State-gov, Doctorate, Prof-specialty,25236,0,United-States,67942,13,1,NA
30,Private, Some-college, Sales,0,0,United-States,37422,15,1,NA
23,Private, HS-grad, Craft-repair,0,0,United-States,24771,2,1,NA
44,Local-gov, Bachelors, Protective-serv,0,0,United-States,59353,15,1,NA
28,Private, Bachelors, Adm-clerical,0,0,United-States,35050,1,1,NA
48,Private, Some-college, Exec-managerial,0,0,Ireland,60220,4,NA,1
34,Private, HS-grad, Handlers-cleaners,0,0,United-States,23727,6,NA,1
58,Private, Bachelors, Prof-specialty,0,0,United-States,13431,13,1,NA
33,Local-gov, Some-college, Protective-serv,0,0,United-States,35112,13,1,NA
38,Private, Bachelors, Transport-moving,0,0,India,53143,15,1,NA
49,Federal-gov, Bachelors, Exec-managerial,7298,0,United-States,62456,2,1,NA
67,Self-emp-not-inc, 1st-4th, Other-service,0,0,United-States,43170,10,NA,1
23,Private, 10th, Machine-op-inspct,0,0,United-States,21649,5,NA,1
42,Private, Some-college, Prof-specialty,0,0,United-States,74130,12,1,NA
54,Private, HS-grad, Adm-clerical,0,0,United-States,20824,0,NA,1
49,Private, Masters, Exec-managerial,0,0,United-States,65716,7,1,NA
35,Private, Masters, Exec-managerial,0,0,United-States,73080,6,1,NA
26,Private, HS-grad, Craft-repair,0,0,United-States,33322,3,1,NA
31,Private, HS-grad, Exec-managerial,3325,0,United-States,21688,3,1,NA
36,Private, HS-grad, Handlers-cleaners,0,0,United-States,42018,9,1,NA
25,Private, 10th, Machine-op-inspct,0,0,United-States,40341,8,1,NA
35,Local-gov, Masters, Prof-specialty,0,0,United-States,75853,13,1,NA
40,Local-gov, Masters, Prof-specialty,0,0,United-States,31300,10,1,NA
52,Private, Assoc-acdm, Prof-specialty,0,0,United-States,44134,8,NA,1
42,State-gov, Bachelors, Prof-specialty,0,0,United-States,70170,13,1,NA
25,NA, 12th,NA,0,0,United-States,29207,0,NA,1
50,Self-emp-not-inc, Masters, Prof-specialty,0,0,Canada,65713,9,NA,1
52,Private, Some-college, Tech-support,0,0,United-States,70745,15,1,NA
51,Local-gov, Masters, Prof-specialty,0,0,United-States,31594,10,1,NA
19,Private, Some-college, Handlers-cleaners,0,0,United-States,36676,8,1,NA
43,Private, Assoc-voc, Farming-fishing,0,0,United-States,65202,7,1,NA
57,Private, 12th, Transport-moving,0,0,United-States,72149,13,1,NA
35,Private, HS-grad, Exec-managerial,0,0,United-States,21026,1,1,NA
30,Private, Bachelors, Sales,0,0,United-States,14530,14,NA,1
38,Private, HS-grad, Craft-repair,0,0,United-States,34262,3,1,NA
45,State-gov, Some-college, Adm-clerical,0,0,United-States,25309,3,NA,1
23,Private, HS-grad, Handlers-cleaners,0,0,United-States,25900,2,1,NA
22,Private, Some-college, Other-service,0,0,United-States,36436,11,NA,1
21,NA, HS-grad,NA,0,0,Mexico,35971,2,1,NA
60,Private, Some-college, Protective-serv,0,0,United-States,47511,13,1,NA
45,Private, Bachelors, Prof-specialty,0,0,United-States,69304,11,NA,1
26,Private, HS-grad, Machine-op-inspct,5721,0,United-States,22325,7,1,NA
49,State-gov, 10th, Other-service,0,0,United-States,27938,9,1,NA
29,Private, Some-college, Other-service,0,0,United-States,16496,9,NA,1
47,Private, Some-college, Tech-support,7298,0,United-States,68927,15,1,NA
40,Private, HS-grad, Transport-moving,0,0,United-States,30165,15,1,NA
34,Private, HS-grad, Adm-clerical,7443,0,United-States,24675,7,NA,1
42,Private, Masters, Prof-specialty,0,0,United-States,34734,13,1,NA
33,Private, 1st-4th, Craft-repair,0,0,Mexico,45348,5,1,NA
63,Self-emp-not-inc, HS-grad, Craft-repair,0,0,United-States,33029,7,1,NA
53,Private, HS-grad, Craft-repair,0,0,United-States,14694,5,1,NA
38,Private, Assoc-voc, Craft-repair,0,0,United-States,85645,2,1,NA
44,Private, Some-college, Sales,0,0,United-States,74705,14,1,NA
43,Private, 10th, Transport-moving,0,0,United-States,28218,15,1,NA
26,Private, Masters, Exec-managerial,0,0,United-States,26967,6,1,NA
56,Private, HS-grad, Transport-moving,0,0,United-States,35459,13,1,NA
39,Private, Assoc-voc, Adm-clerical,0,0,United-States,26557,5,NA,1
44,Private, 7th-8th, Handlers-cleaners,0,0,United-States,36491,9,1,NA
34,Private, HS-grad, Adm-clerical,0,0,United-States,69674,2,1,NA
40,Private, Assoc-acdm, Adm-clerical,0,0,United-States,30067,2,NA,1
38,Federal-gov, Some-college, Other-service,0,0,United-States,14734,10,1,NA
44,Private, Some-college, Adm-clerical,0,0,United-States,34253,4,NA,1
34,Federal-gov, Some-college, Protective-serv,0,0,United-States,36130,12,1,NA
22,Private, Bachelors, Prof-specialty,0,0,England,31932,11,1,NA
58,Self-emp-inc, Some-college, Sales,0,0,United-States,68127,13,NA,1
43,Private, Some-college, Tech-support,0,0,United-States,27852,15,NA,1
23,Private, HS-grad, Craft-repair,0,0,Columbia,36597,4,1,NA
41,Private, Some-college, Exec-managerial,0,0,United-States,28576,6,NA,1
44,Private, Some-college, Other-service,0,0,United-States,35546,7,1,NA
32,Private, HS-grad, Adm-clerical,0,0,United-States,24779,3,1,NA
38,Local-gov, Assoc-acdm, Protective-serv,0,0,United-States,78634,10,1,NA
47,Private, Some-college, Sales,0,0,United-States,77035,14,1,NA
24,Private, HS-grad, Other-service,0,0,United-States,38463,9,NA,1
39,Private, Masters, Exec-managerial,0,0,United-States,32642,6,1,NA
32,Private, 12th, Protective-serv,0,0,Mexico,42006,10,1,NA
40,Private, HS-grad, Machine-op-inspct,0,0,United-States,29320,10,1,NA
34,Private, HS-grad, Other-service,0,3770,United-States,29277,9,NA,1
34,Private, HS-grad, Craft-repair,2036,0,United-States,44843,2,1,NA
57,Private, Masters, Prof-specialty,0,1977,United-States,60561,11,1,NA
71,Private, 5th-6th, Transport-moving,0,0,United-States,29399,15,1,NA
45,Local-gov, Masters, Prof-specialty,0,0,United-States,76685,9,1,NA
54,Private, HS-grad, Transport-moving,0,0,United-States,23451,14,1,NA
26,Private, Assoc-voc, Sales,0,0,United-States,15735,15,NA,1
37,Private, Some-college, Exec-managerial,0,0,United-States,67034,2,NA,1
28,Self-emp-not-inc, Some-college, Farming-fishing,0,0,United-States,24739,5,1,NA
42,Private, Bachelors, Prof-specialty,0,0,United-States,20195,11,NA,1
45,Private, HS-grad, Craft-repair,0,0,United-States,33835,5,1,NA
37,Private, HS-grad, Sales,0,0,United-States,14386,15,1,NA
57,Private, HS-grad, Sales,0,0,United-States,39451,10,1,NA
39,Private, Bachelors, Prof-specialty,0,0,United-States,31537,12,1,NA
45,State-gov, Some-college, Adm-clerical,0,0,United-States,67366,0,NA,1
30,Private, Assoc-voc, Adm-clerical,0,0,United-States,31793,4,NA,1
27,Private, HS-grad, Craft-repair,0,0,United-States,65793,2,1,NA
44,Private, Doctorate, Prof-specialty,0,0,United-States,56610,15,1,NA
44,State-gov, Doctorate, Prof-specialty,0,1902,United-States,62859,10,1,NA
38,Private, HS-grad, Exec-managerial,0,0,United-States,63392,4,NA,1
19,Private, HS-grad, Farming-fishing,0,0,United-States,17462,10,1,NA
39,Private, Some-college, Sales,0,0,United-States,33004,12,NA,1
55,Self-emp-inc, 10th, Transport-moving,0,0,United-States,33136,15,1,NA
17,Private, 10th, Other-service,0,0,United-States,20819,8,NA,1
43,Private, Some-college, Adm-clerical,0,0,United-States,29614,5,NA,1
36,Local-gov, HS-grad, Other-service,0,0,United-States,53808,5,NA,1
45,Private, Bachelors, Farming-fishing,0,0,United-States,34391,3,1,NA
44,Private, Masters, Exec-managerial,0,0,United-States,69876,4,1,NA
26,Private, Some-college, Transport-moving,0,0,United-States,62257,15,1,NA
32,Private, Assoc-acdm, Craft-repair,0,1887,Ireland,65264,5,1,NA
21,Private, HS-grad, Other-service,0,0,United-States,27934,9,NA,1
43,Federal-gov, Bachelors, Sales,0,0,United-States,29501,15,1,NA
34,Private, HS-grad, Craft-repair,0,0,United-States,9099,6,1,NA
33,State-gov, Bachelors, Prof-specialty,0,0,United-States,33480,10,1,NA
40,Self-emp-inc, HS-grad, Sales,0,0,United-States,39141,12,1,NA
46,Private, 5th-6th, Machine-op-inspct,0,0,Dominican-Republic,23962,6,NA,1
20,NA, HS-grad,NA,0,0,United-States,18877,3,1,NA
54,State-gov, HS-grad, Exec-managerial,0,0,United-States,26573,6,NA,1
23,Private, Some-college, Exec-managerial,0,0,United-States,40849,4,1,NA
58,Self-emp-inc, HS-grad, Exec-managerial,0,0,United-States,38247,6,1,NA
25,Private, Some-college, Protective-serv,3137,0,United-States,8462,14,1,NA
50,Local-gov, Masters, Prof-specialty,7688,0,United-States,73796,11,1,NA
42,Self-emp-not-inc, HS-grad, Craft-repair,0,0,United-States,23387,3,1,NA
25,Private, HS-grad, Other-service,0,0,United-States,32881,13,NA,1
60,Private, 11th, Machine-op-inspct,0,0,Hong-Kong,32997,8,NA,1
43,State-gov, HS-grad, Adm-clerical,0,0,United-States,27312,1,NA,1
25,Private, Bachelors, Sales,0,0,United-States,34353,12,NA,1
31,Private, HS-grad, Craft-repair,0,0,United-States,37822,5,NA,1
35,Private, HS-grad, Craft-repair,0,0,United-States,22875,5,1,NA
48,Private, Some-college, Machine-op-inspct,0,0,United-States,31673,11,1,NA
43,Self-emp-not-inc, HS-grad, Adm-clerical,0,0,United-States,58954,1,NA,1
27,Private, HS-grad, Exec-managerial,0,0,United-States,19978,6,NA,1
24,Private, HS-grad, Craft-repair,0,1590,United-States,36809,6,1,NA
44,Self-emp-inc, HS-grad, Exec-managerial,0,1887,United-States,62415,8,1,NA
52,Self-emp-not-inc, HS-grad, Transport-moving,0,0,United-States,14780,15,1,NA
49,Private, Some-college, Adm-clerical,0,0,United-States,65252,1,NA,1
31,Private, HS-grad, Adm-clerical,0,0,United-States,30320,4,NA,1
59,Private, 11th, Farming-fishing,0,0,United-States,22499,7,1,NA
27,Private, Bachelors, Other-service,0,0,United-States,22980,13,1,NA
38,Self-emp-not-inc, Masters, Prof-specialty,0,0,United-States,60067,8,1,NA
51,Federal-gov, Bachelors, Prof-specialty,0,0,United-States,65684,11,1,NA
24,Private, HS-grad, Craft-repair,0,0,United-States,36058,4,1,NA
58,Self-emp-inc, Bachelors, Exec-managerial,0,0,United-States,62716,5,1,NA
46,Private, Some-college, Adm-clerical,0,0,United-States,21109,0,NA,1
55,Private, 5th-6th, Machine-op-inspct,0,0,United-States,34210,10,NA,1
76,Private, HS-grad, Adm-clerical,0,0,United-States,24964,0,NA,1
25,Private, Some-college, Adm-clerical,0,0,United-States,37325,0,NA,1
51,Private, Some-college, Machine-op-inspct,7298,0,United-States,70699,10,1,NA
33,Private, HS-grad, Craft-repair,0,0,United-States,25774,6,1,NA
46,Private, HS-grad, Transport-moving,0,0,United-States,35419,14,1,NA
51,Private, Some-college, Adm-clerical,0,0,United-States,46239,1,NA,1
42,Local-gov, Assoc-voc, Prof-specialty,0,0,United-States,20638,10,NA,1
53,Private, Bachelors, Other-service,8614,0,Italy,78372,6,1,NA
33,Local-gov, Masters, Prof-specialty,7688,0,United-States,61357,9,NA,1
30,Private, Bachelors, Prof-specialty,99999,0,United-States,67320,10,1,NA
41,Local-gov, Some-college, Craft-repair,0,0,United-States,27033,6,1,NA
42,State-gov, Assoc-acdm, Other-service,0,0,United-States,31614,11,NA,1
34,Private, HS-grad, Transport-moving,0,0,United-States,78208,15,1,NA
31,Private, Assoc-voc, Other-service,0,0,United-States,24622,5,NA,1
46,Private, Some-college, Prof-specialty,0,1977,United-States,60658,15,1,NA
35,Private, 1st-4th, Other-service,0,0,Guatemala,6980,10,1,NA
40,Private, HS-grad, Other-service,0,0,NA,28565,7,1,NA
46,Local-gov, Some-college, Protective-serv,0,0,United-States,65517,12,1,NA
43,Local-gov, Masters, Prof-specialty,0,0,United-States,64709,14,NA,1
35,Private, HS-grad, Other-service,0,0,China,21562,8,1,NA
23,Private, Bachelors, Adm-clerical,0,0,United-States,21729,0,NA,1
50,Self-emp-not-inc, HS-grad, Other-service,0,0,NA,30655,13,NA,1
43,Private, HS-grad, Machine-op-inspct,0,0,United-States,32518,10,1,NA
61,Private, HS-grad, Transport-moving,0,0,United-States,64151,15,1,NA
29,Private, Prof-school, Prof-specialty,0,0,United-States,38067,9,1,NA
21,Private, HS-grad, Sales,0,0,United-States,31491,9,1,NA
36,Local-gov, Bachelors, Prof-specialty,0,1672,United-States,35920,14,1,NA
40,Private, HS-grad, Other-service,0,0,United-States,12523,10,NA,1
23,Private, Bachelors, Prof-specialty,0,0,United-States,41332,12,1,NA
90,Private, Bachelors, Exec-managerial,0,0,United-States,33179,2,1,NA
24,Private, Bachelors, Exec-managerial,0,0,United-States,27183,3,1,NA
20,Private, Some-college, Prof-specialty,2176,0,United-States,34861,11,NA,1
40,Local-gov, Masters, Exec-managerial,0,0,United-States,63079,6,1,NA
37,Self-emp-not-inc, Assoc-voc, Craft-repair,0,0,United-States,36755,4,1,NA
31,Private, HS-grad, Craft-repair,0,0,United-States,23737,4,NA,1
22,Private, HS-grad, Transport-moving,0,0,United-States,36575,15,1,NA
25,Private, Some-college, Exec-managerial,0,0,United-States,26134,1,1,NA
46,Private, 12th, Craft-repair,7298,0,NA,59954,3,1,NA
47,Local-gov, Masters, Prof-specialty,0,0,United-States,67660,13,1,NA
48,Local-gov, Assoc-voc, Craft-repair,0,0,United-States,34386,1,1,NA
36,NA, Masters,NA,0,0,United-States,27656,3,1,NA
26,NA, Bachelors,NA,0,0,United-States,30448,1,NA,1
28,Private, 9th, Machine-op-inspct,0,0,United-States,24507,6,NA,1
20,State-gov, Some-college, Farming-fishing,0,0,United-States,29376,4,1,NA
51,Private, Some-college, Handlers-cleaners,0,0,Ireland,22455,8,NA,1
32,Federal-gov, HS-grad, Adm-clerical,0,0,United-States,69588,0,NA,1
55,Private, 10th, Other-service,0,0,United-States,43220,5,1,NA
41,Local-gov, Bachelors, Protective-serv,0,0,United-States,33261,12,NA,1
46,Private, Masters, Prof-specialty,7688,0,United-States,67474,12,NA,1
45,Self-emp-inc, HS-grad, Other-service,0,0,United-States,69327,12,1,NA
65,Local-gov, HS-grad, Craft-repair,0,0,United-States,43045,4,1,NA
45,Private, Doctorate, Prof-specialty,7688,0,United-States,55890,9,1,NA
22,Private, Some-college, Adm-clerical,0,0,United-States,38543,4,NA,1
22,NA, Some-college,NA,0,0,United-States,26451,3,NA,1
42,Self-emp-not-inc, Prof-school, Prof-specialty,0,0,United-States,75983,13,1,NA
37,Private, Bachelors, Exec-managerial,5178,0,United-States,67498,6,1,NA
24,Private, Bachelors, Exec-managerial,0,0,United-States,24431,5,NA,1
67,Private, Some-college, Other-service,0,0,United-States,28280,7,NA,1
28,Private, HS-grad, Tech-support,0,0,United-States,26482,15,NA,1
56,Private, 10th, Other-service,0,0,Cuba,52881,4,1,NA
31,State-gov, Assoc-voc, Protective-serv,0,0,United-States,28346,10,1,NA
33,Private, Some-college, Exec-managerial,0,0,United-States,23935,4,NA,1
52,NA, 7th-8th,NA,0,0,United-States,34474,0,1,NA
45,Private, Some-college, Handlers-cleaners,0,0,Germany,45732,6,1,NA
53,Private, Bachelors, Prof-specialty,0,1902,United-States,75071,7,1,NA
47,Private, 7th-8th, Handlers-cleaners,0,0,Portugal,28233,10,1,NA
40,Private, HS-grad, Sales,0,0,United-States,23588,10,NA,1
35,Private, Some-college, Sales,0,0,United-States,38338,15,1,NA
65,Self-emp-not-inc, 7th-8th, Farming-fishing,0,0,United-States,17433,6,1,NA
42,Private, Some-college, Other-service,0,0,United-States,16122,8,NA,1
23,Federal-gov, Bachelors, Prof-specialty,0,0,United-States,31025,10,NA,1
39,Private, Some-college, Adm-clerical,0,0,United-States,37157,5,NA,1
39,Private, HS-grad, Craft-repair,0,0,United-States,33598,6,1,NA
37,Private, HS-grad, Transport-moving,0,0,United-States,23482,15,1,NA
25,Private, Assoc-voc, Adm-clerical,0,0,United-States,31217,3,NA,1
31,Self-emp-not-inc, HS-grad, Other-service,0,0,United-States,32413,11,NA,1
39,Private, HS-grad, Exec-managerial,0,0,United-States,15414,6,1,NA
39,Private, Bachelors, Sales,0,0,United-States,69431,12,1,NA
25,Private, Bachelors, Adm-clerical,0,0,United-States,31131,3,1,NA
30,Private, 11th, Transport-moving,0,0,United-States,24629,15,1,NA
37,Private, 9th, Machine-op-inspct,0,0,United-States,21364,7,NA,1
22,Private, HS-grad, Craft-repair,0,0,Mexico,35254,2,NA,1
46,Federal-gov, Masters, Exec-managerial,0,1977,United-States,59402,2,1,NA
54,Private, Bachelors, Sales,0,1408,United-States,35183,12,NA,1
33,Private, Assoc-acdm, Craft-repair,0,0,United-States,30735,6,1,NA
70,State-gov, Bachelors, Exec-managerial,0,0,United-States,39616,2,1,NA
36,Private, Some-college, Adm-clerical,0,0,United-States,28250,5,1,NA
53,Local-gov, Masters, Prof-specialty,0,0,United-States,27776,15,NA,1
55,State-gov, HS-grad, Adm-clerical,0,1617,United-States,32795,0,NA,1
17,Private, 11th, Protective-serv,0,0,United-States,33354,10,NA,1
36,Private, Some-college, Handlers-cleaners,0,0,United-States,30352,5,1,NA
36,Self-emp-not-inc, Prof-school, Prof-specialty,0,0,United-States,67132,10,1,NA
40,Local-gov, HS-grad, Farming-fishing,0,0,United-States,29098,9,1,NA
36,Private, HS-grad, Transport-moving,0,0,United-States,60884,15,1,NA
28,Private, HS-grad, Transport-moving,0,0,United-States,26045,15,1,NA
39,Private, Masters, Prof-specialty,99999,0,United-States,58898,10,1,NA
49,Private, 5th-6th, Machine-op-inspct,0,0,United-States,35197,5,1,NA
63,Self-emp-inc, HS-grad, Exec-managerial,0,0,United-States,35847,5,1,NA
61,Private, Some-college, Handlers-cleaners,0,0,United-States,18563,8,1,NA
48,Self-emp-inc, HS-grad, Craft-repair,0,0,United-States,60392,7,1,NA
55,Private, HS-grad, Machine-op-inspct,0,0,Poland,41547,6,1,NA
18,NA, Some-college,NA,0,0,United-States,40643,1,NA,1
20,Private, HS-grad, Sales,0,0,United-States,29721,12,1,NA
49,Private, HS-grad, Other-service,0,0,China,44922,7,1,NA
27,Federal-gov, HS-grad, Handlers-cleaners,0,0,United-States,38014,4,1,NA
37,Private, 10th, Other-service,0,0,United-States,27358,10,NA,1
32,State-gov, HS-grad, Protective-serv,0,0,United-States,30805,14,1,NA
33,Self-emp-inc, Doctorate, Prof-specialty,0,0,United-States,29099,10,1,NA
47,Private, Assoc-voc, Other-service,0,0,United-States,25435,10,1,NA
34,Private, HS-grad, Machine-op-inspct,0,0,United-States,25695,7,1,NA
61,Private, HS-grad, Adm-clerical,0,0,United-States,35094,4,NA,1
25,Private, HS-grad, Craft-repair,0,0,United-States,29055,1,1,NA
26,Private, Assoc-acdm, Sales,0,0,United-States,41541,15,1,NA
18,Private, HS-grad, Sales,0,0,United-States,25320,12,NA,1
35,Private, HS-grad, Sales,0,0,United-States,38927,13,1,NA
36,Private, HS-grad, Adm-clerical,0,0,NA,17898,0,NA,1
56,Private, HS-grad, Craft-repair,0,0,United-States,64028,3,1,NA
40,State-gov, Assoc-voc, Craft-repair,0,0,United-States,15928,2,1,NA
24,Private, 12th, Other-service,0,0,United-States,27613,9,NA,1
66,Private, HS-grad, Sales,0,0,United-States,59836,12,NA,1
42,Private, HS-grad, Machine-op-inspct,0,0,United-States,28739,9,NA,1
28,Private, HS-grad, Transport-moving,0,0,United-States,25180,15,1,NA
39,State-gov, Some-college, Adm-clerical,0,0,United-States,35606,2,NA,1
65,Self-emp-not-inc, Assoc-voc, Farming-fishing,0,0,United-States,47169,6,1,NA
20,Private, Some-college, Other-service,0,0,United-States,35236,13,NA,1
52,Private, HS-grad, Machine-op-inspct,4386,0,United-States,81797,6,1,NA
24,NA, Some-college,NA,99999,0,South-Korea,55307,3,1,NA
39,Private, Some-college, Sales,0,0,United-States,13345,13,NA,1
18,Private, HS-grad, Machine-op-inspct,0,0,United-States,17488,6,NA,1
49,Private, 7th-8th, Machine-op-inspct,0,0,Hong-Kong,20281,9,NA,1
21,Private, Some-college, Prof-specialty,0,0,United-States,38305,8,1,NA
35,NA, HS-grad,NA,0,0,United-States,36958,0,1,NA
38,Private, HS-grad, Adm-clerical,0,0,United-States,67421,4,1,NA
55,Private, HS-grad, Craft-repair,0,0,United-States,32334,4,1,NA
27,Private, 10th, Craft-repair,0,0,United-States,42420,5,1,NA
34,Private, HS-grad, Adm-clerical,0,0,United-States,44454,1,NA,1
54,Local-gov, Some-college, Prof-specialty,0,0,Mexico,40279,11,NA,1
38,Private, HS-grad, Adm-clerical,0,0,United-States,24975,4,NA,1
32,Private, HS-grad, Adm-clerical,0,0,United-States,48471,0,NA,1
33,State-gov, Some-college, Tech-support,0,0,United-States,35763,15,1,NA
32,Federal-gov, Assoc-acdm, Protective-serv,0,0,United-States,21784,13,1,NA
34,Private, Masters, Exec-managerial,0,0,France,38502,6,1,NA
46,Private, Bachelors, Other-service,0,0,United-States,69349,12,1,NA
48,Private, Masters, Exec-managerial,0,0,United-States,68223,6,1,NA
23,Private, Some-college, Exec-managerial,0,0,United-States,37978,6,1,NA
48,Federal-gov, 7th-8th, Handlers-cleaners,0,0,United-States,25366,6,1,NA
67,Private, HS-grad, Exec-managerial,0,0,United-States,72534,3,1,NA
36,Private, Prof-school, Prof-specialty,5178,0,NA,75846,10,1,NA
25,Private, Bachelors, Other-service,0,0,United-States,13591,6,NA,1
43,Private, Some-college, Craft-repair,4064,0,United-States,30800,4,1,NA
27,Local-gov, Assoc-acdm, Prof-specialty,0,0,United-States,32861,11,NA,1
56,Private, 1st-4th, Machine-op-inspct,0,0,United-States,42985,4,1,NA
54,Self-emp-not-inc, Some-college, Craft-repair,0,1579,United-States,43815,6,1,NA
39,Private, HS-grad, Sales,0,1887,United-States,72520,14,1,NA
60,Self-emp-not-inc, HS-grad, Sales,0,0,United-States,23365,12,NA,1
27,Private, Some-college, Adm-clerical,0,0,United-States,34318,1,NA,1
21,Private, Some-college, Sales,0,0,United-States,30559,14,1,NA
24,Private, Some-college, Prof-specialty,0,0,United-States,37269,13,NA,1
31,Private, Some-college, Craft-repair,0,0,United-States,34363,3,1,NA
22,Private, 10th, Craft-repair,0,0,United-States,34222,2,1,NA
26,Private, Bachelors, Exec-managerial,0,0,United-States,29255,4,NA,1
45,Self-emp-inc, HS-grad, Craft-repair,0,0,United-States,45770,7,1,NA
33,Private, HS-grad, Transport-moving,0,0,United-States,27771,14,1,NA
55,NA, 5th-6th,NA,0,0,Mexico,23952,0,1,NA
29,Private, 9th, Machine-op-inspct,0,0,United-States,16116,10,NA,1
72,Private, HS-grad, Adm-clerical,6360,0,United-States,31227,3,NA,1
35,Self-emp-not-inc, HS-grad, Craft-repair,0,0,United-States,73379,5,1,NA
53,State-gov, HS-grad, Craft-repair,0,0,United-States,39748,7,1,NA
40,Private, Some-college, Exec-managerial,0,0,United-States,32867,6,NA,1
20,Private, HS-grad, Other-service,0,0,United-States,28663,13,1,NA
69,Private, HS-grad, Adm-clerical,1848,0,United-States,39351,0,NA,1
41,Local-gov, HS-grad, Other-service,0,0,United-States,25387,10,NA,1
45,Private, Masters, Adm-clerical,0,0,United-States,69729,3,1,NA
27,Private, HS-grad, Handlers-cleaners,0,0,United-States,31512,10,1,NA
46,Self-emp-inc, Prof-school, Prof-specialty,99999,0,United-States,66739,13,1,NA
55,Private, Some-college, Transport-moving,0,0,United-States,25823,15,1,NA
31,Private, Some-college, Exec-managerial,0,0,United-States,68064,6,1,NA
45,Private, Some-college, Sales,0,0,United-States,30173,13,NA,1
64,Private, HS-grad, Exec-managerial,0,0,United-States,34716,9,1,NA
38,Private, Some-college, Exec-managerial,0,0,United-States,22908,7,1,NA
17,Private, 10th, Other-service,0,0,United-States,28915,7,1,NA
33,Private, HS-grad, Adm-clerical,0,1887,United-States,66898,4,NA,1
22,Private, 12th, Other-service,0,0,United-States,27705,9,NA,1
23,Private, Some-college, Other-service,0,0,United-States,27405,9,NA,1
25,Private, HS-grad, Craft-repair,0,0,United-States,27841,0,1,NA
33,Private, Bachelors, Prof-specialty,3103,0,United-States,66793,11,1,NA
31,NA, HS-grad,NA,0,0,Mexico,32419,0,1,NA
37,Private, HS-grad, Other-service,0,0,United-States,22636,10,NA,1
53,Private, HS-grad, Adm-clerical,0,1876,United-States,28432,2,NA,1
28,Local-gov, Some-college, Protective-serv,0,0,United-States,29489,13,1,NA
33,Private, Bachelors, Prof-specialty,0,0,United-States,78620,11,NA,1
41,Private, HS-grad, Adm-clerical,0,0,United-States,22275,0,1,NA
61,Self-emp-inc, Bachelors, Sales,0,0,United-States,20980,13,1,NA
25,Private, Some-college, Other-service,0,0,United-States,38379,10,NA,1
20,NA, Some-college,NA,0,0,United-States,24555,0,1,NA
35,Private, HS-grad, Exec-managerial,0,0,United-States,60602,8,NA,1
64,Local-gov, Assoc-voc, Exec-managerial,0,0,United-States,70352,6,1,NA
28,Private, HS-grad, Handlers-cleaners,0,0,United-States,19607,8,1,NA
39,Self-emp-not-inc, Some-college, Prof-specialty,0,1564,United-States,67865,8,1,NA
53,Private, HS-grad, Transport-moving,0,0,United-States,34840,15,1,NA
28,Private, HS-grad, Adm-clerical,0,0,United-States,21905,4,NA,1
38,Federal-gov, Some-college, Handlers-cleaners,0,0,United-States,34486,8,NA,1
25,Local-gov, Bachelors, Prof-specialty,0,0,Italy,30534,11,1,NA
19,Private, Some-college, Other-service,0,0,United-States,38784,10,NA,1
20,Private, Assoc-acdm, Adm-clerical,0,0,United-States,20575,3,NA,1
27,Private, Bachelors, Machine-op-inspct,0,0,NA,31457,5,1,NA
55,Local-gov, HS-grad, Prof-specialty,0,2246,United-States,69035,8,NA,1
52,State-gov, Masters, Prof-specialty,0,1848,United-States,62541,13,NA,1
21,NA, Some-college,NA,0,0,United-States,31459,2,NA,1
30,Private, HS-grad, Adm-clerical,0,0,United-States,22198,0,NA,1
47,Private, HS-grad, Exec-managerial,0,1974,United-States,26117,2,NA,1
22,Private, 10th, Craft-repair,0,0,United-States,33346,8,1,NA
24,Private, HS-grad, Handlers-cleaners,4386,0,United-States,67996,10,1,NA
26,Private, Bachelors, Sales,0,0,United-States,23012,15,NA,1
27,Private, HS-grad, Machine-op-inspct,0,0,United-States,38149,8,1,NA
57,Private, 9th, Machine-op-inspct,0,0,Puerto-Rico,31495,7,1,NA
18,Local-gov, Masters, Prof-specialty,0,0,United-States,31184,9,NA,1
30,Private, Bachelors, Prof-specialty,0,0,United-States,31408,11,1,NA
34,Self-emp-not-inc, Bachelors, Prof-specialty,0,0,United-States,28007,10,NA,1
40,Private, Some-college, Adm-clerical,5178,0,United-States,69381,1,1,NA
60,Private, HS-grad, Other-service,0,0,United-States,35917,7,NA,1
25,Private, 12th, Craft-repair,0,0,United-States,65182,7,1,NA
39,Private, Bachelors, Sales,0,0,United-States,27144,13,1,NA
48,Private, HS-grad, Adm-clerical,0,0,United-States,68016,1,NA,1
27,Self-emp-not-inc, Some-college, Exec-managerial,0,0,United-States,22804,0,1,NA
33,Self-emp-not-inc, HS-grad, Craft-repair,0,0,United-States,62893,4,1,NA
65,Self-emp-inc, HS-grad, Exec-managerial,0,0,United-States,31258,2,1,NA
52,Private, HS-grad, Craft-repair,0,1977,United-States,59238,6,1,NA
27,Private, Bachelors, Tech-support,0,0,United-States,22047,12,1,NA
